numero_dpe,date_etablissement_dpe,methode_application_dpe,etiquette_dpe,type_batiment,periode_construction,zone_climatique,code_insee_ban,typologie_logement,nombre_niveau_immeuble,nombre_niveau_logement,nombre_appartement,type_energie_principale_chauffage,type_energie_principale_ecs,type_ventilation,conso_5_usages_par_m2_ep,emission_ges_5_usages_par_m2,cout_chauffage,cout_ecs,cout_total_5_usages,surface_habitable_logement,surface_habitable_immeuble
2275E1683519R,2022-07-23,dpe appartement individuel,D,appartement,1948-1974,H1a,75120,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,199.1,38,376.1,108.5,671.7,46.5,3021
2229E2790480I,2022-11-23,dpe maison individuelle,E,maison,avant 1948,H2a,29277,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,301.8,12,2781.9,292.8,3111.7,120.3,
2213E2726688E,2022-11-17,dpe appartement individuel,E,appartement,1948-1974,H3,13001,,,1,1,Réseau de Chauffage urbain,Réseau de Chauffage urbain,Ventilation par ouverture des fenêtres,322.6,9,1550.6,349.3,1968.4,76.5,1529
2214E2997839C,2022-12-12,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,14047,,3,1,12,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro B après 2012,116.5,8,411.3,208.7,710.3,74,780
2208E2412278H,2022-10-17,dpe appartement individuel,C,appartement,2013-2021,H1b,44143,,,1,1,Fioul domestique,Électricité,VMC SF Hygro A après 2012,125,23,451.1,390.6,960,75.6,441.8
2273E3098355J,2022-12-20,dpe appartement individuel,F,appartement,1948-1974,H1c,73157,,,4,1,GPL,Électricité,Ventilation mécanique sur conduit existant avant 2013,463.7,83,2484.5,800.8,3514.7,61.5,749
2259E2333404Q,2022-10-06,dpe appartement généré à partir des données DPE immeuble,C,appartement,1978-1982,H1a,59410,,11,1,66,Réseau de Chauffage urbain,Gaz naturel,VMC SF Hygro B après 2012,93.4,13.6,266.3,174.8,515.3,59.9,3715.2
2277E2689615T,2022-11-14,dpe maison individuelle,D,maison,avant 1948,H1a,77200,,,2,,Électricité,Électricité,VMC SF Hygro A après 2012,199.6,7,1756.9,324.6,2134.8,130,
2237E1923620W,2022-08-26,dpe appartement individuel,E,appartement,avant 1948,H2b,37261,,1,1,1,Électricité,Électricité,VMC Basse pression Auto-réglable,253.4,9,719,252,1048,45.5,45.5
2277E2895697Z,2022-11-30,dpe maison individuelle,D,maison,avant 1948,H1a,77014,,,2,,Électricité,Électricité,VMC SF Auto réglable après 2012,236.7,9.2,549,236,852,38.6,
2294E1633435C,2022-07-18,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,94081,,11,1,104,Réseau de Chauffage urbain,Réseau de Chauffage urbain,Ventilation naturelle par conduit avec entrées d'air hygro,136.1,16,632.9,156.3,850.7,76.6,7613.3
2275E1711444S,2022-07-26,dpe appartement individuel,E,appartement,avant 1948,H1a,75114,,,1,1,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,281.4,61,1443.2,161.4,1722.5,77.5,
2269E1753121L,2022-08-01,dpe appartement individuel,E,appartement,1948-1974,H1c,69266,,,1,1,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,292.7,63,1068.6,107,1284.5,68.8,14276
2269E2141378K,2022-09-19,dpe appartement généré à partir des données DPE immeuble,C,appartement,2006-2012,H1c,69387,,7,1,85,Gaz naturel,Gaz naturel,VMC SF Hygro B de 2001 à 2012,113.3,22,459.6,298.6,943.8,82,6222.2
2238E1644464D,2022-07-19,dpe maison individuelle,E,maison,1989-2000,H1c,38107,,,1,,Fioul domestique,Fioul domestique,VMC SF Auto réglable de 1982 à 2000,174.1,52,2118.3,324.6,2767,167,
2221E2769598W,2022-11-21,dpe appartement individuel,C,appartement,1978-1982,H1c,21231,,,1,3,Gaz naturel,Électricité,VMC SF Auto réglable après 2012,119.1,14.1,329,414,844,73.8,221
2229E1990937R,2022-09-03,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H2a,29235,,5,1,42,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,199.9,41,1243.5,201.5,1658.2,72,3447.2
2278E3225511E,2022-11-14,dpe appartement généré à partir des données DPE immeuble,C,appartement,1989-2000,H1a,78335,,4,1,153,Gaz naturel,Gaz naturel,VMC Basse pression Hygro A,84.7,15.4,377.1,201.8,824,82,9772
2237E2002624M,2022-09-05,dpe appartement individuel,C,appartement,1948-1974,H2b,37261,,,6,71,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro A avant 2001,126.7,7.9,489,163,879,77,5673
2278E2968267E,2022-11-28,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1a,78361,,21,1,184,Réseau de Chauffage urbain,Réseau de Chauffage urbain,Ventilation mécanique sur conduit existant avant 2013,174.4,44.5,523.7,132,830.6,55.3,11933
2259E2600047D,2022-11-02,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,59606,T2,5,1,60,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,112.9,22.3,504,270.8,966.5,72.8,3602.6
2269E2511282M,2022-10-25,dpe appartement individuel,C,appartement,2013-2021,H1c,69266,,,1,1,Électricité,Électricité,VMC SF Hygro B après 2012,177.6,6,80.7,303.9,400.4,19,2755
2294E1913676P,2022-08-25,dpe maison individuelle,E,maison,avant 1948,H1a,94038,,,2,,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,250.2,9,951,308,1358.1,61,
2216E3063617C,2022-12-14,dpe maison individuelle,C,maison,2006-2012,H2b,16138,,,1,,Électricité,Électricité,VMC Basse pression Hygro B,138.9,5.4,757,347,1211,97,
2288E2840459W,2022-11-28,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1b,88413,,6,1,21,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,85.6,14,377,202.6,878,86,1522
2240E1578216F,2022-07-11,dpe appartement individuel,D,appartement,1948-1974,H1a,14118,,,8,1,Gaz naturel,Électricité,Ventilation naturelle par conduit,230.1,41,849.7,410,1336.1,78.3,2400
2266E1826124D,2022-08-10,dpe maison individuelle,A,maison,2013-2021,H3,66136,,,1,,Électricité,Électricité,VMC Basse pression Hygro B,45.5,1.7,253,94,425,82,
2293E2746996I,2022-11-18,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1a,93010,,5,1,60,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit avec entrées d'air hygro,218.5,48,410.1,188.9,630.3,39,3415
2212E1632496V,2022-07-18,dpe appartement individuel,E,appartement,avant 1948,H2c,12215,,,1,2,Électricité,Fioul domestique,VMC SF Auto réglable après 2012,265.2,26.7,626,163,818,31.9,152
2231E2409023Z,2022-10-15,dpe appartement individuel,C,appartement,1978-1982,H2c,31069,,,6,82,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro A avant 2001,131.9,22.8,398,236,845,71.5,6059
2267E2187390A,2022-09-21,dpe maison individuelle,C,maison,1948-1974,H1b,67137,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,148.4,5.9,1932,417,2405,188,
2294E1606777U,2022-07-06,dpe appartement individuel,G,appartement,1948-1974,H1a,94037,,1,1,1,Gaz naturel,Électricité,Ventilation naturelle par conduit,477.2,91,1022,349,1435,41.2,41.2
2250E2210822P,2022-09-26,dpe maison individuelle,F,maison,avant 1948,H2a,50069,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,343.1,12,1426.8,337.8,1786.4,69,
2271E2090290O,2022-09-13,dpe appartement individuel,C,appartement,avant 1948,H1c,71490,,,2,1,Électricité,Électricité,VMC SF Hygro A après 2012,112.1,4,729.3,374.6,1221.7,121.5,
2267E1563445D,2022-07-08,dpe appartement individuel,D,appartement,1978-1982,H1b,67130,,,1,1,Électricité,Électricité,VMC SF Hygro A après 2012,248,9,1316.1,363.1,1737.2,80,
2294E2182920D,2022-09-22,dpe appartement individuel,E,appartement,1948-1974,H1a,94052,,,6,1,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,297.3,65,499.8,337.8,894.1,47,2400
2244E2427389W,2022-10-18,dpe appartement individuel,C,appartement,avant 1948,H2b,44109,,,1,1,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,201,7,254.4,296.5,561.1,27.3,
2249E2357386Q,2022-10-11,dpe appartement généré à partir des données DPE immeuble,D,appartement,1983-1988,H2b,49007,,5,1,14,Électricité,Électricité,VMC SF Hygro A avant 2001,215.1,8,930.5,299.7,1323.3,69,1122
2273E2191850U,2022-09-23,dpe appartement généré à partir des données DPE immeuble,E,appartement,1989-2000,H1c,73285,,5,1,13,Électricité,Électricité,VMC SF Hygro A de 2001 à 2012,256.3,10,858.1,497.9,1462.7,48,833
2275E1703319F,2022-07-26,dpe appartement individuel,D,appartement,avant 1948,H1a,75103,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,182.3,7,582.9,213.9,812.8,47.4,
2234E2163144F,2022-09-19,dpe appartement individuel,C,appartement,1978-1982,H3,34142,,,1,1,Électricité,Électricité,Ventilation naturelle par conduit,132.5,5,394.4,290.8,704.4,55,
2246E2893174T,2022-12-01,dpe appartement individuel,D,appartement,avant 1948,H2c,46251,,,1,,Propane,Propane,VMC SF Auto réglable de 2001 à 2012,174.6,42.5,838,251,1247,49.5,
2225E2619763D,2022-11-06,dpe appartement individuel,E,appartement,1989-2000,H1c,25056,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,305.9,12,1090.2,298.6,1500.3,54,183
2259E2475098K,2022-10-21,dpe appartement individuel,D,appartement,avant 1948,H1a,59350,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,232.5,9,698.3,300.8,1014.7,47.8,
2394E0000136Y,2023-01-01,dpe appartement individuel,D,appartement,1948-1974,H1a,94077,,,1,1,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro B après 2012,185.2,10,536.8,398.4,1048.8,68.9,19002
2280E3011264Z,2022-12-12,dpe maison individuelle,D,maison,avant 1948,H1a,80021,,3,3,1,Électricité,Électricité,VMC SF Hygro A avant 2001,214.2,8,1056,394,1549,82,
2294E1633305C,2022-07-18,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,94081,,11,1,104,Réseau de Chauffage urbain,Réseau de Chauffage urbain,Ventilation naturelle par conduit avec entrées d'air hygro,138.6,17,545.3,147.8,746.1,66,7613.3
2249E2382779H,2022-10-13,dpe maison individuelle,D,maison,avant 1948,H2b,49174,,,2,,Électricité,Électricité,VMC SF Auto réglable après 2012,206.1,8,987,325.5,1388.9,75.8,
2213E1534523R,2022-07-05,dpe appartement individuel,E,appartement,1948-1974,H3,13001,,,1,1,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,280.5,61,191.8,246.2,474.2,26.3,2513
2254E2954831M,2022-12-07,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1b,54174,,5,1,20,Réseau de Chauffage urbain,Gaz naturel,Ventilation naturelle par conduit,220.6,28,1197.9,265.3,1529.5,82,1532
2261E1629095X,2022-07-18,dpe maison individuelle,F,maison,1975-1977,H1a,61168,,,1,,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,338.9,13,1385.2,294.2,1792.9,60.5,
2229E1997825P,2022-09-05,dpe appartement individuel,C,appartement,2013-2021,H2a,29232,,,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,79.2,15,255.9,205.4,594.7,63.3,
2219E1738993D,2022-07-29,dpe appartement individuel,D,appartement,avant 1948,H1c,19073,,,2,1,Gaz naturel,Électricité,Ventilation naturelle par conduit,198.8,32,884.5,439.8,1391.4,74.6,
2264E2593599I,2022-11-02,dpe appartement individuel,C,appartement,1983-1988,H2c,64530,,,1,,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,139.1,5.3,476,335,833,64,
2259E2437688O,2022-08-11,dpe appartement généré à partir des données DPE immeuble,D,appartement,avant 1948,H1a,59350,T1,4,1,5,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,237.2,9.1,502,317.8,880,40,264
2227E2187361J,2022-09-23,dpe appartement individuel,G,appartement,avant 1948,H1a,27056,,,1,,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,619.7,25.1,1461,207,1713,31.6,
2257E2663777F,2022-11-10,dpe appartement généré à partir des données DPE immeuble,E,appartement,1948-1974,H1b,57017,,3,1,6,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit avec entrées d'air hygro,234.3,51,1130.4,237,1483.5,93,504
2266E2042471E,2022-09-08,dpe appartement individuel,C,appartement,1989-2000,H3,66017,,,1,,Électricité,Propane,Ventilation mécanique sur conduit existant avant 2013,120,15.9,255,385,827,55.4,
2294E1782074Z,2022-08-04,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,94028,,8,1,192,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Auto réglable de 2001 à 2012,121,7,636.7,2,878.5,80,13896
2274E3112273S,2022-12-21,dpe appartement généré à partir des données DPE immeuble,F,appartement,1948-1974,H1c,74012,,6,1,16,Électricité,Électricité,VMC SF Hygro B après 2012,346.9,14,2105,391,2556.9,84.4,1163.8
2245E1986345R,2022-09-02,dpe maison individuelle,D,maison,avant 1948,H1b,45082,,,2,,Gaz naturel,Électricité,Ventilation par ouverture des fenêtres,234.5,44,2685.6,514.6,3343.1,187,
2259E2583172C,2022-11-02,dpe appartement individuel,D,appartement,1978-1982,H1a,59224,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,181.6,36,756.6,184.3,1193.3,69,
2206E2686362X,2022-11-14,dpe appartement individuel,D,appartement,1948-1974,H3,06029,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,183.1,35,134.5,87.7,286.1,23.3,5804
2247E2651166U,2022-11-09,dpe maison individuelle,F,maison,avant 1948,H2c,47196,,,1,,Fioul domestique,Fioul domestique,Ventilation par ouverture des fenêtres,234,73,1976.3,242.1,2337.3,107,
2206E2780637W,2022-11-22,dpe appartement individuel,E,appartement,1948-1974,H3,06027,,,1,1,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,265.5,58,574.7,538.4,1177,68.9,1639
2269E3139972W,2022-12-23,dpe immeuble collectif,F,immeuble,avant 1948,H1c,,T4,1,,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 2001 à 2012,387,83.7,1529,159,1885,,61
2231E1577387Z,2022-07-09,dpe maison individuelle,G,maison,1948-1974,H2c,31300,,,1,,Fioul domestique,Électricité,Ventilation par ouverture des fenêtres,422.2,121.2,3021,396,3527,89.7,
2269E3229966E,2022-12-12,dpe appartement généré à partir des données DPE immeuble,E,appartement,avant 1948,H1c,69381,T1,3,1,69,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,293.2,63.4,218.3,175.9,439.5,18.2,1987
2218E1723351M,2022-07-27,dpe appartement généré à partir des données DPE immeuble,D,appartement,2006-2012,H2b,18033,,4,1,40,Gaz naturel,Gaz naturel,VMC SF Gaz de 2001 à 2012,162.9,31,961,232.9,1519.7,79,2844
2233E3117901P,2022-12-12,dpe appartement individuel,C,appartement,1975-1977,H2c,33063,,,1,108,Réseau de Chauffage urbain,Gaz naturel,VMC SF Auto réglable après 2012,101.5,16.8,216,208,565,68,3500
2249E1709633B,2022-07-26,dpe appartement individuel,D,appartement,avant 1948,H2b,49099,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,208.5,42,602,168.7,939.8,45,
2240E2332632F,2022-10-07,dpe maison individuelle,C,maison,1948-1974,H2c,40209,,,2,,Bois – Bûches,Électricité,VMC SF Auto réglable de 2001 à 2012,165.5,5,386.6,353.8,1316.6,112.7,
2218E1606952P,2022-07-13,dpe appartement généré à partir des données DPE immeuble,E,appartement,1983-1988,H2b,18241,,2,1,6,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,284.3,11,1384.9,469.9,1967.5,51,300
2234E2459435A,2022-10-20,dpe maison individuelle,C,maison,1948-1974,H3,34301,,,1,,Électricité,Électricité,Ventilation par ouverture des fenêtres,126.6,4,385,210.1,687.6,55.9,
2263E3211661X,2022-11-03,dpe maison individuelle,B,maison,2006-2012,H1c,63315,,,1,,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,88.1,3.4,698,138,992,119.7,
2206E2456690J,2022-10-20,dpe appartement individuel,C,appartement,1948-1974,H3,06157,,,1,1,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,107.1,17,470.5,204.3,829.8,64.2,
2291E1758341B,2022-08-01,dpe maison individuelle,G,maison,avant 1948,H1a,91201,,,1,,Électricité,Électricité,VMC SF Hygro A après 2012,585.4,23,2382.4,249.9,2670.1,53.1,
2228E2787662X,2022-11-23,dpe maison individuelle,D,maison,2001-2005,H1a,28422,,,1,,Électricité,Électricité,VMC DF individuelle avec échangeur à partir de 2013,246.3,9,1445.2,335.9,1859,86.5,
2243E2279978E,2022-10-03,dpe appartement généré à partir des données DPE immeuble,E,appartement,1948-1974,H1c,43157,,6,1,108,Réseau de Chauffage urbain,Gaz naturel,Ventilation naturelle par conduit,255.7,18,665.8,208.8,911,41.6,6566
2269E2201145D,2022-09-19,dpe appartement individuel,D,appartement,1948-1974,H1c,69286,,,1,1,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Auto réglable après 2012,222.6,32,627.5,408.1,1126.8,63,1500
2288E1925686H,2022-08-26,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1b,88372,,5,1,22,Réseau de Chauffage urbain,Électricité,Ventilation naturelle par conduit avec entrées d'air hygro,151.8,17,166.4,395.8,608.8,33,1363
2276E2352618H,2022-10-11,dpe maison individuelle,D,maison,avant 1948,H1a,76540,,,1,,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,179.6,38,1028.9,176.6,1401.2,90.3,
2270E1549239W,2022-07-07,dpe maison individuelle,D,maison,avant 1948,H1b,70285,,,3,,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,189.9,7,366,293.6,776.2,43.1,
2292E3214370F,2022-12-20,dpe appartement généré à partir des données DPE immeuble,D,appartement,1978-1982,H1a,92004,,4,1,35,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,182.4,6.8,476,504.3,1076,65,2880
2259E1917966G,2022-08-26,dpe maison individuelle,D,maison,1989-2000,H1a,59168,,,2,,Bois – Bûches,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,195.1,21,871.2,184.5,1362.3,100,
2266E3146923C,2022-12-26,dpe maison individuelle,C,maison,1978-1982,H3,66227,,,1,,Électricité,Électricité,Ventilation par ouverture des fenêtres,111.5,4,539.8,357.7,992.6,105.2,
2234E2052578R,2022-09-09,dpe maison individuelle,B,maison,2013-2021,H3,34081,,,1,,Électricité,Électricité,VMC SF Hygro A après 2012,93.9,3.4,279,359,722,80,
2214E2548691E,2022-10-28,dpe appartement généré à partir des données DPE immeuble,E,appartement,1948-1974,H1a,14220,,3,1,12,Réseau de Chauffage urbain,Électricité,Ventilation naturelle par conduit,254.7,42,747.3,444.1,1230.3,54.5,688.8
2275E2270938S,2022-09-30,dpe appartement individuel,E,appartement,avant 1948,H1a,75115,,,1,,Électricité,Électricité,Ventilation par ouverture des fenêtres,336,13,432,233,672,20.5,
2291E2252384S,2022-09-28,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1a,91692,T3,6,1,72,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC Basse pression Hygro A,151.4,31.3,255.9,172,522.5,40,2879.7
2244E1522505Q,2022-07-04,dpe appartement individuel,E,appartement,1948-1974,H2b,44109,,,1,1,Fioul domestique,Fioul domestique,Ventilation mécanique sur conduit existant avant 2013,206,56,549.2,180.1,929.5,46.4,3000
2269E3136697X,2022-12-23,dpe appartement individuel,D,appartement,1948-1974,H1c,69389,,,1,1,Gaz naturel,Électricité,VMC SF Auto réglable après 2012,230.6,40,739.5,363.9,1202.1,69.7,4997
2221E3240953X,2022-12-10,dpe appartement individuel,C,appartement,1989-2000,H1c,21231,,,1,,Électricité,Électricité,VMC SF Hygro A avant 2001,171.6,6.6,612,353,1058,52.6,
2221E2821125R,2022-11-25,dpe appartement individuel,F,appartement,1948-1974,H1c,21278,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,363.5,76,1210.8,311.1,1800.5,73.8,14330
2213E1749568Q,2022-07-31,dpe appartement individuel,E,appartement,1948-1974,H3,13204,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,284.4,25,2997.9,416.4,3485.1,141.9,
2291E2969932S,2022-11-28,dpe appartement généré à partir des données DPE immeuble,C,appartement,1989-2000,H1a,91174,T1,5,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,121.7,23.8,506.4,250,1002.9,79,2284
2255E1793751P,2022-08-05,dpe appartement individuel,D,appartement,1948-1974,H1b,55545,,,1,,Gaz naturel,Électricité,Ventilation par ouverture des fenêtres,219,41.1,1103,325,1503,76.5,
