numero_dpe,date_etablissement_dpe,methode_application_dpe,etiquette_dpe,type_batiment,periode_construction,zone_climatique,code_insee_ban,typologie_logement,nombre_niveau_immeuble,nombre_niveau_logement,nombre_appartement,type_energie_principale_chauffage,type_energie_principale_ecs,type_ventilation,conso_5_usages_par_m2_ep,emission_ges_5_usages_par_m2,cout_chauffage,cout_ecs,cout_total_5_usages,surface_habitable_logement,surface_habitable_immeuble
2134E1048096S,2021-07-01,dpe appartement individuel,D,appartement,avant 1948,H3,34301,,,1,,Électricité,Électricité,Ventilation par ouverture des fenêtres,206,8.1,553,197,763,39,
2149E0000406N,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H2b,49307,,,1,,Électricité,Non affecté,,152,31.3,1167.5,205.8,1622.2,,
2177E0001578R,2021-07-01,dpe maison individuelle,D,maison,avant 1948,H1a,77026,,,1,,Électricité,Non affecté,,229.3,7.4,1046.2,258.1,1453.4,,
2150E0892702Q,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,216.8,7,633,79,866,52,52
2133E0024757M,2021-07-01,dpe maison individuelle,F,maison,avant 1948,H2c,33104,,,2,,Gaz naturel,Non affecté,,413.3,88.7,6903,332,7371,231.1,
2144E0001364E,2021-07-01,dpe maison individuelle,B,maison,2013-2021,H2b,44035,,,1,,Électricité,Non affecté,,59.3,10.8,628.1,38.2,872.6,,
2192E0001317F,2021-07-01,dpe appartement individuel,G,appartement,avant 1948,H1a,92073,,,1,1,Électricité,Non affecté,,586.9,19.1,658.8,251,916.7,,
2106E0012396A,2021-07-01,dpe appartement individuel,C,appartement,1975-1977,H3,06088,,,3,,Électricité,Non affecté,,183.9,6.9,368,327,751,32.1,
2166E1038765B,2021-07-01,dpe appartement individuel,D,appartement,2006-2012,H3,66124,,,3,,Électricité,Électricité,VMC SF Hygro A de 2001 à 2012,229.3,9,894,333,1311,64.1,
2145E1046813U,2021-07-01,dpe appartement individuel,A,appartement,1989-2000,H1a,45338,,1,1,1,Électricité,Électricité,VMC DF collective avec échangeur à partir de 2013,62.6,2.3,156.4,122.8,368.4,47.3,334.1
2167E0001307W,2021-07-01,dpe maison individuelle,E,maison,1983-1988,H1b,67372,,,1,,Électricité,Non affecté,,272.3,8.8,2071.3,301.7,2528.4,,
2144E0027389D,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,44084,,2,2,1,Gaz naturel,Non affecté,,160.2,32.5,1142,187,1565,91,91
2144E1042140A,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H2b,44109,,1,1,1,Électricité,Électricité,VMC SF Auto réglable avant 1982,254.1,9,408,276,739,30.4,30.4
2117E0156295A,2021-07-01,dpe maison individuelle,C,maison,1978-1982,H2b,17385,,,1,,Bois – Bûches,Non affecté,,147,5.2,1953,646,2819,225.6,
2130E0081378C,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,,30007,,2,2,2,Gaz naturel,Non affecté,,413.2,92.8,1767,174,1991,50.5,50.5
2181E1028711Y,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,H2c,81065,,,4,,Électricité,Électricité,Ventilation mécanique sur conduit existant avant 2013,381.3,15.1,1233,318,1641,49,
2131E0001044J,2021-07-01,dpe maison individuelle,F,maison,avant 1948,H2c,31167,,,1,,Électricité,Non affecté,,350.4,19.4,1546.7,240.2,1809.4,,
2150E0774239J,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50365,,1,1,1,Électricité,Non affecté,,124.6,4,507,99,769,78.7,78.7
2147E1049149S,2021-07-01,dpe appartement individuel,C,appartement,avant 1948,H2c,,,,1,,Gaz naturel,Électricité,VMC SF Hygro A après 2012,166.3,23.3,447,309,882,37.2,
2192E0000631V,2021-07-01,dpe appartement individuel,G,appartement,avant 1948,H1a,92044,,,1,1,Électricité,Non affecté,,708.5,23.3,843.9,232,1082.5,,
2170E0014753D,2021-07-01,dpe appartement individuel,C,appartement,1978-1982,H1b,70550,,,7,,Électricité,Non affecté,,150.6,5.7,908,504,1610,93.4,
2176E1027108C,2021-07-01,dpe appartement individuel,G,appartement,avant 1948,H1a,76351,,,3,,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,545,120,2101,156,2398,58.9,
2150E0774555N,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,131,5,495,108,760,61,61
2150E0745737D,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,207.3,6,799,111,1045,67,67
2175E0014384D,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,H1a,75112,,,8,,Électricité,Non affecté,,386.9,15.3,825,303,1139,23.4,
2131E0049925K,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H2c,31555,,,5,,Gaz naturel,Non affecté,,143.3,30.8,738,220,1039,59.6,
2159E0000471K,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H1a,59205,,,1,,Électricité,Non affecté,,239.1,52.4,2213.2,186.2,2565.7,,
2144E0001880A,2021-07-01,dpe maison individuelle,F,maison,1975-1977,H2b,44026,,,1,,Électricité,Non affecté,,273.1,84.5,1861.1,251.7,2303.3,,
2132E0001022O,2021-07-01,dpe appartement individuel,C,appartement,1948-1974,H2c,32160,,,1,1,Électricité,Non affecté,,140.6,27.2,685.4,226.9,1150.3,,
2117E0081074X,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H2b,17058,,,1,,Électricité,Non affecté,,269,10.8,2067,357,2457,86.3,
2150E0744526O,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,114.6,4,458,114,707,64,64
2175E1044675S,2021-07-01,dpe appartement individuel,E,appartement,1948-1974,H1a,75115,,,1,1,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,287.4,61.7,287,116,470,24.1,2405
2157E0741757I,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2129E0267700H,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H2a,29105,,,1,,Gaz naturel,Non affecté,,202.6,30.7,969,537,1705,66.2,
2127E0008292Z,2021-07-01,dpe maison individuelle,C,maison,2006-2012,H1a,27156,,,1,,Électricité,Non affecté,,154.6,5.7,935,536,1608,103,
2150E0893345J,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,115.1,4,593,123,875,82,82
2157E0741472J,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : immeuble,F,immeuble,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,53173,10798,67110,3060,3060
2160E0020060W,2021-07-01,dpe maison individuelle,F,maison,1948-1974,H1a,60508,,,1,,Fioul domestique,Non affecté,,261.7,83.5,1648,198,1898,78.5,
2159E0000019A,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H1a,59135,,,1,,Électricité,Non affecté,,251.2,7.7,1186.9,490.6,1725.9,,
2193E0001418D,2021-07-01,dpe maison individuelle,D,maison,1989-2000,H1a,93050,,,1,,Électricité,Non affecté,,173,34.2,1076.4,225.3,1637,,
2150E0774683L,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,212.7,6,801,111,1069,67,67
2177E1040453K,2021-07-01,dpe appartement généré à partir des données DPE immeuble,E,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,235.2,50.1,618.9,246.1,1082.8,52.4,2391.6
2135E0036772R,2021-07-01,dpe maison individuelle,E,maison,1978-1982,,35360,,1,1,1,Gaz naturel,Non affecté,,272.5,58.3,671,159,917,25.1,25.1
2157E0082346J,2021-07-01,dpe maison individuelle,G,maison,1948-1974,H1b,57615,,,2,,Fioul domestique,Non affecté,,421,121.8,3322,578,4028,98,
2138E0056319P,2021-07-01,dpe maison individuelle,G,maison,1948-1974,H1c,38185,,,6,,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,58.4,1.7,51,81,155,18.9,
2151E0027332F,2021-07-01,dpe maison individuelle,D,maison,1948-1974,,51454,,2,2,1,Gaz naturel,Non affecté,,198.5,41.7,1676,179,2092,107.6,107.6
2144E0036765T,2021-07-01,dpe maison individuelle,D,maison,1989-2000,,44184,,1,1,1,Électricité,Non affecté,,199.7,6.3,608,360,1101,51,51
2150E0774552K,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,117.6,4,431,105,696,61,61
2129E0107715A,2021-07-01,dpe maison individuelle,D,maison,1989-2000,H2a,29279,,,1,,Propane,Non affecté,,143,34.7,1297,266,1856,87,
2157E0741403S,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,4,4,16,Gaz naturel,Non affecté,,374.6,83.9,1093.1,201.8,1343.6,52,904
2192E0000872C,2021-07-01,dpe appartement individuel,G,appartement,avant 1948,H1a,92035,,,1,1,Électricité,Non affecté,,439.5,96.1,1327.1,162.7,1592.9,,
2184E0510407H,2021-07-01,dpe maison individuelle,F,maison,avant 1948,H2d,84084,,,1,,Électricité,Non affecté,,388.5,15.5,1376,302,1763,38.8,
2150E0893155B,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,120.1,4,319,92,573,47,47
2151E0043877O,2021-07-01,dpe maison individuelle,G,maison,avant 1948,,51454,,1,1,1,Électricité,Non affecté,,530.4,21.4,1677,274,1964,31.4,31.4
2159E1038114T,2021-07-01,dpe appartement individuel,G,appartement,avant 1948,H1a,59314,,1,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro A avant 2001,454.9,97,1039,141,1323,34,34
2117E0022405K,2021-07-01,dpe maison individuelle,E,maison,1948-1974,H2b,17414,,,2,,Gaz naturel,Non affecté,,313.7,68,3570,291,4193,152.1,
2150E0774456S,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,181.4,5,437,92,684,47,47
2150E0744335F,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,180.8,5,459,92,682,47,47
2141E0016457O,2021-07-01,dpe maison individuelle,D,maison,2001-2005,H2b,68224,,,2,,Électricité,Non affecté,,244.5,9.6,1586,474,2183,82.5,
2131E0000487Y,2021-07-01,dpe appartement individuel,D,appartement,avant 1948,H2c,31555,,,1,1,Électricité,Non affecté,,214.9,22.9,1576.7,257.4,2772.9,,
2150E0893348M,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,123.7,4,484,112,754,64,64
2157E0741933C,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2161E0027713G,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H1a,61168,,,2,,Électricité,Non affecté,,186.6,7.4,1444,405,1914,93,
2132E0001228M,2021-07-01,dpe appartement individuel,D,appartement,1983-1988,H2c,32160,,,1,1,Électricité,Non affecté,,216.8,6.9,1042.9,423.4,1602.7,,
2106E0061559X,2021-07-01,dpe appartement individuel,E,appartement,1948-1974,H3,06030,,,11,,Gaz naturel,Non affecté,,271.7,49.9,989,500,2123,70.3,
2151E0017838B,2021-07-01,dpe maison individuelle,G,maison,avant 1948,,51454,,2,2,2,Fioul domestique,Non affecté,,515.3,145.7,1697,402,2130,42,42
2177E1040442Z,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,97.6,235.4,463,50.1,2391.6
2193E0002006T,2021-07-01,dpe appartement individuel,C,appartement,2006-2012,H1a,93055,,,1,1,Électricité,Non affecté,,135.5,26.1,765.4,248,1298.3,,
2149E0034477Y,2021-07-01,dpe maison individuelle,C,maison,avant 1948,H2b,49307,,,2,,Électricité,Non affecté,,135.1,5.3,2401,671,3188,195,
2128E0072682O,2021-07-01,dpe maison individuelle,D,maison,1989-2000,H1a,28056,,,1,,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,92.3,2.8,500,524,1083,130,
2157E0741388D,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,4,4,16,Gaz naturel,Non affecté,,374.6,83.9,1282.3,236.8,1576.2,61,904
2137E0019367I,2021-07-01,dpe maison individuelle,F,maison,1948-1974,H2b,37208,,,1,,Gaz naturel,Non affecté,,370,79.9,2622,178,3050,90.6,
2179E0044439G,2021-07-01,dpe maison individuelle,G,maison,avant 1948,H2b,79290,,,1,,Électricité,Électricité,Ventilation mécanique sur conduit existant à partir de 2013,503.5,16.8,1875,163,2181,45.9,
2140E0000543L,2021-07-01,dpe maison individuelle,C,maison,2001-2005,H2c,40261,,,1,,Électricité,Non affecté,,113.8,3.7,1332.3,149.6,1673.8,,
2176E1038005F,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H1a,76447,,,1,,Électricité,Électricité,Ventilation par ouverture des fenêtres,363.5,14,329,210,544,14.5,
2144E0000933P,2021-07-01,dpe maison individuelle,D,maison,avant 1948,H2b,44186,,,1,,Électricité,Non affecté,,188.4,6,786.7,414,1287.2,,
2162E0000690Y,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H1a,62751,,,1,,Électricité,Non affecté,,301.7,9.9,1345.2,350,1720,,
2140E0072205R,2021-07-01,dpe appartement individuel,C,appartement,1989-2000,H2c,40279,T1,1,1,1,Électricité,Électricité,VMC SF Auto réglable avant 1982,200.7,7,242,290,587,19.2,19.2
2124E0042885J,2021-07-01,dpe maison individuelle,G,maison,1948-1974,,24256,,1,1,2,Fioul domestique,Non affecté,,349.5,108.9,4000,497,4773,147,147
2169E0031189G,2021-07-01,dpe appartement individuel,D,appartement,avant 1948,H1c,69386,,,4,,Gaz naturel,Non affecté,,238.3,47,923,575,1856,74,
2127E0008475A,2021-07-01,dpe maison individuelle,C,maison,2006-2012,H1a,27156,,,1,,Électricité,Non affecté,,154.6,5.7,935,536,1608,103,
2150E0744498M,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,143.7,5,437,93,662,47,47
2178E0001023J,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,H1a,78551,,,1,1,Électricité,Non affecté,,359,11.7,878.5,298.2,1191.1,,
2150E1044152Q,2021-07-01,dpe maison individuelle,B,maison,2001-2005,H2a,50109,,1,1,1,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,108.2,4,541,99,803,78.7,
2172E0009847N,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H2b,72075,,,2,,Électricité,Non affecté,,186.2,7.2,916,419,1362,59.6,
2181E1029410V,2021-07-01,dpe maison individuelle,F,maison,avant 1948,H2c,81065,,,3,,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,344,75.4,3560,216,4091,165,
2167E0108096D,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,,67482,,1,1,1,Électricité,Non affecté,,250.7,10,1877,500,2410,86.5,
2178E0636298A,2021-07-01,dpe maison individuelle,C,maison,1978-1982,H1a,78158,,,1,,Électricité,Électricité,Ventilation mécanique sur conduit existant avant 2013,157.5,23.2,686,352,1118,73.7,
2177E0001581U,2021-07-01,dpe maison individuelle,D,maison,avant 1948,H1a,77026,,,1,,Électricité,Non affecté,,229.3,7.4,1046.2,258.1,1453.4,,
2151E0584153K,2021-07-01,dpe maison individuelle,D,maison,1948-1974,,51454,,2,2,1,Gaz naturel,Non affecté,,198.6,41,1359,145,1791,107.6,107.6
2150E0774477N,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50393,,1,1,1,Électricité,Non affecté,,137.6,5,723,120,1003,79.7,79.7
2150E0744345P,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,112.4,4,480,114,697,64,64
2182E0040699N,2021-07-01,dpe appartement individuel,D,appartement,avant 1948,H2c,82121,,,3,,Gaz naturel,Non affecté,,211.5,39,767,869,2089,75.7,
2179E0069829U,2021-07-01,dpe maison individuelle,F,maison,1948-1974,H2b,79191,,,1,,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,155.9,13.1,439,476,1141,63.6,
2150E0745731X,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,194.2,6,739,112,984,67,67
2162E0009529X,2021-07-01,dpe maison individuelle,E,maison,1948-1974,H1a,62570,,,2,,Gaz naturel,Non affecté,,284.7,63.7,1525,184,1753,62.9,
2134E0000509X,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H3,34199,,,1,1,Électricité,Non affecté,,272.2,8.9,1568.5,399.8,2109.9,,
2150E0774233D,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50365,,1,1,1,Électricité,Non affecté,,139.2,5,613,90,858,66.2,66.2
2129E0292818J,2021-07-01,dpe appartement individuel,C,appartement,1948-1974,H2a,29105,,,1,,Gaz naturel,Non affecté,,171.3,20,543,546,1257,51.2,
2150E0745735B,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,190.2,6,721,112,966,67,67
2140E0000382G,2021-07-01,dpe maison individuelle,C,maison,avant 1948,H2c,40001,,,1,,Électricité,Non affecté,,134,27.4,691.5,215.2,1056.6,,
2193E0006933G,2021-07-01,dpe maison individuelle,F,maison,avant 1948,,93066,,1,1,1,Électricité,Non affecté,,343.2,11.1,674,277,963,28,28
2192E1037838K,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H1a,92035,,2,2,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,241.2,9,367,207,632,25.3,25.3
2159E0000252Z,2021-07-01,dpe appartement individuel,F,appartement,1948-1974,H1a,59258,,,1,1,Électricité,Non affecté,,367.7,11.9,564.1,213.8,828.9,,
2150E0891547F,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50365,,1,1,1,Électricité,Non affecté,,110.4,4,448,93,703,65.8,65.8
2131E0021686H,2021-07-01,dpe maison individuelle,F,maison,1948-1974,H2c,31555,,,2,,Gaz naturel,Non affecté,,323.7,70.2,2222,170,2590,86,
2175E0087954T,2021-07-01,dpe appartement individuel,C,appartement,avant 1948,H1a,75112,,,6,,Électricité,Non affecté,,212.6,8,354,344,710,23.4,
2144E0000588I,2021-07-01,dpe maison individuelle,B,maison,1989-2000,H2b,44038,,,1,,Électricité,Non affecté,,104.6,3.4,1024.1,146.7,1410.3,,
2121E1047675A,2021-07-01,dpe maison individuelle,D,maison,1983-1988,H1c,21058,,1,1,1,Électricité,Électricité,VMC SF Hygro A avant 2001,236.8,8,1336,374,1814,100.5,
2133E1034867W,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H2c,33119,,,4,108,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,209.5,43.5,481,315,1013,68.1,7355
2150E0744341L,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,127.6,5,529,112,775,64,64
2167E0004622J,2021-07-01,dpe maison individuelle,E,maison,avant 1948,,67388,,2,2,1,Électricité,Non affecté,,250.1,9.9,1689,491,2355,88.1,88.1
2150E0774299R,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50197,,1,1,1,Électricité,Non affecté,,133.7,5,639,118,915,74,74
2141E0016476H,2021-07-01,dpe appartement individuel,C,appartement,2001-2005,H2b,68224,,,1,,Électricité,Non affecté,,174.3,6.5,436,392,896,42.3,
2178E0046174Y,2021-07-01,dpe maison individuelle,D,maison,2006-2012,H1a,78621,,,1,,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,202.9,6.4,867,542,1528,69.7,
2169E0012200X,2021-07-01,dpe appartement individuel,C,appartement,2006-2012,H1c,69290,,,2,,Électricité,Non affecté,,168.8,6.4,641,521,1259,59,
2144E0055185F,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H2b,44171,,,2,,Fioul domestique,Non affecté,,212.1,59.7,3476,591,4332,209.7,
2150E0743802S,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50363,,1,1,1,Électricité,Non affecté,,126.6,4,552,115,801,67.1,67.1
2159E0045476J,2021-07-01,dpe maison individuelle,G,maison,avant 1948,H1a,59193,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,160.2,5.2,818,40,1052,64.1,
2159E0000219S,2021-07-01,dpe maison individuelle,E,maison,1948-1974,H1a,59155,,,1,,Électricité,Non affecté,,278.5,58.3,1563.4,157.9,1993.2,,
2151E0177522T,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,,51454,,1,1,1,Gaz naturel,Non affecté,,160.2,31.5,1236,270,2035,111,111
2150E0774525J,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50525,,1,1,1,Électricité,Non affecté,,207.7,6,485,87,724,44,44
2169E1047411S,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H1c,69149,,,1,,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,185,40.3,849,170,1106,68.4,
2102E0014891V,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H1a,02408,,,1,,Électricité,Non affecté,,269.3,10.6,1426,424,1968,65.4,
2135E0036679C,2021-07-01,dpe maison individuelle,D,maison,1978-1982,,35360,,1,1,1,Gaz naturel,Non affecté,,217.5,46.3,640,171,899,30.5,30.5
2144E0001751B,2021-07-01,dpe maison individuelle,C,maison,avant 1948,H2b,44186,,,1,,Électricité,Non affecté,,173.6,5.4,529.3,324,951.9,,
2175E0000375I,2021-07-01,dpe appartement individuel,D,appartement,avant 1948,H1a,75115,,,1,1,Électricité,Non affecté,,226,7.4,908.8,286,1218.2,,
2106E0075398E,2021-07-01,dpe appartement individuel,C,appartement,2006-2012,H3,06069,,,5,,Électricité,Non affecté,,137.8,5,257,390,776,41,
2117E0008506V,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H2b,17347,,,1,,Électricité,Non affecté,,198.1,7.7,1050,473,1660,72.4,
2176E0110555B,2021-07-01,dpe maison individuelle,C,maison,1975-1977,,76384,,3,3,1,Gaz naturel,Non affecté,,102.9,20.2,749,212,1253,93,93
2149E0025983G,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H2b,49007,,,3,,Électricité,Non affecté,,250.3,9.4,319,342,699,21,
